1	 151428.272	 360560.670	     55.800	   1.497682	   0.792760	   0.056032
3	 151422.160	 360557.958	     56.553	   1.505855	   0.705664	   0.047427
4	 151419.087	 360556.233	     55.767	   1.522052	   0.717833	   0.037601
5	 151416.982	 360555.275	     54.977	   1.509777	   0.717795	   0.017594
6	 151415.080	 360556.053	     54.207	   1.497223	   0.868663	   0.052904
7	 151413.530	 360555.906	     54.179	   1.536656	   0.793531	   0.009065
8	 151413.585	 360555.845	     54.393	   1.530734	   0.793002	   0.016611
9	 151413.354	 360555.361	     54.347	   1.531360	   0.819122	   0.022917
10	 151414.048	 360555.610	     53.652	   1.523286	   0.821776	   0.022085
11	 151413.902	 360555.848	     52.710	   1.517905	   0.817504	   0.037603
12	 151413.456	 360555.773	     52.230	   1.507444	   0.941788	   0.053916
13	 151413.843	 360555.759	     52.481	   1.529902	   0.917854	   0.029080
14	 151413.803	 360555.568	     52.622	   1.518102	   0.956894	   0.047965
15	 151413.835	 360555.404	     52.511	   1.519667	   0.949502	   0.042917
16	 151414.010	 360555.417	     52.726	   1.518803	   0.906551	   0.040866
17	 151414.240	 360555.602	     52.682	   1.518757	   0.949941	   0.041044
18	 151414.333	 360555.610	     52.639	   1.519236	   0.952506	   0.044785
19	 151414.121	 360555.647	     52.710	   1.512204	   0.954761	   0.054456
20	 151413.507	 360555.100	     52.826	   1.520034	   0.957629	   0.053431
21	 151412.777	 360553.505	     53.091	   1.527050	   0.956221	   0.055106
22	 151412.520	 360551.810	     53.471	   1.538809	   0.955996	   0.022648
23	 151412.866	 360551.656	     53.616	   1.518016	   0.952621	   0.029920
24	 151412.280	 360551.437	     53.594	   1.513997	   0.952378	   0.062103
25	 151410.243	 360549.262	     53.394	   1.519353	   0.951731	   0.064693
26	 151409.268	 360546.883	     53.450	   1.557414	   1.025218	   0.015781
27	 151410.257	 360546.705	     53.610	   1.524569	   1.033895	   0.015597
29	 151410.425	 360549.304	     53.250	   1.526587	   1.028475	   0.035074
30	 151410.889	 360550.390	     53.586	   1.517829	   1.025989	   0.035686
31	 151411.029	 360550.832	     53.409	   1.532066	   1.026505	   0.042551
32	 151411.495	 360552.236	     53.142	   1.517972	   1.025991	   0.033386
33	 151412.054	 360554.232	     53.631	   1.521727	   1.023041	   0.034876
34	 151413.204	 360556.178	     53.778	   1.528799	   1.018975	   0.027940
35	 151413.621	 360558.630	     53.797	   1.506937	   1.019355	   0.053028
36	 151414.730	 360560.616	     53.632	   1.548529	   1.016822	   0.017849
37	 151416.653	 360562.063	     53.571	   1.564393	   1.014220	   0.004335
38	 151419.210	 360563.715	     53.825	   1.549837	   1.019611	   0.012278
39	 151421.901	 360565.609	     53.848	   1.559544	   1.024923	   0.004028
43	 151437.948	 360558.096	     56.071	   1.447191	   0.890535	   0.098075
44	 151434.899	 360554.441	     56.315	   1.468858	   0.873542	   0.084702
45	 151432.477	 360550.453	     57.027	   1.493529	   0.888291	   0.062801
46	 151430.556	 360547.527	     57.895	   1.482496	   0.819594	   0.060726
47	 151427.971	 360545.371	     58.436	   1.459619	   0.814680	   0.070933
48	 151424.678	 360543.133	     58.492	   1.500094	   0.832938	   0.060000
49	 151424.093	 360540.089	     58.160	   1.525102	   0.836344	   0.007533
50	 151425.753	 360539.207	     58.055	   1.514936	   0.877555	   0.005718
57	 151439.715	 360543.156	     57.397	   1.523226	   0.863597	   0.023742
58	 151441.828	 360547.136	     57.087	   1.496043	   0.865248	   0.045737
59	 151445.193	 360551.543	     57.327	   1.550643	   0.864682	  -0.001795
65	 151443.303	 360547.771	     56.570	   1.489316	   0.719630	   0.073127
66	 151442.035	 360544.691	     56.612	   1.535174	   0.771589	   0.023096
67	 151400.928	 360565.077	     51.485	   2.646158	   1.284964	  -1.046553
