1	 151418.609	 360567.900	     49.650
2	 151414.383	 360564.342	     50.976
3	 151432.567	 360544.965	     56.152
4	 151353.846	 360596.689	     54.419
5	 151409.258	 360568.157	     53.499
6	 151417.705	 360566.967	     50.720
7	 151419.735	 360568.140	     51.921
8	 151436.145	 360544.852	     53.964
9	 151410.528	 360566.185	     52.106
10	 151415.846	 360566.235	     50.137
11	 151363.965	 360583.150	     51.631
12	 151339.746	 360603.405	     50.735
13	 151404.958	 360565.714	     50.363
14	 151405.241	 360566.878	     50.482
15	 151405.241	 360566.878	     50.482
16	 151395.714	 360569.190	     54.025
17	 151416.792	 360560.416	     53.479
18	 151416.792	 360560.416	     53.479
19	 151368.072	 360577.975	     57.593
20	 151368.280	 360577.582	     57.588
21	 151368.188	 360577.796	     57.588
22	 151368.145	 360577.789	     57.535
23	 151353.921	 360596.051	     57.491
24	 151368.312	 360577.494	     57.532
25	 151353.588	 360596.067	     57.342
26	 151368.405	 360577.367	     57.443
27	 151361.011	 360583.697	     49.030
28	 151353.962	 360596.473	     58.203
29	 151368.185	 360577.634	     57.618
30	 151368.033	 360577.848	     57.566
31	 151353.992	 360597.036	     57.795
32	 151353.855	 360596.868	     55.461
33	 151361.224	 360584.366	     50.690
34	 151361.571	 360583.476	     49.094
35	 151354.090	 360596.987	     58.486
36	 151361.336	 360584.511	     51.608
37	 151368.048	 360577.999	     57.606
38	 151353.296	 360597.271	     56.633
39	 151368.141	 360577.825	     57.604
40	 151368.083	 360577.825	     57.552
41	 151352.938	 360597.936	     56.371
42	 151353.503	 360597.373	     57.349
43	 151368.344	 360577.399	     57.460
44	 151361.483	 360584.239	     50.690
45	 151361.947	 360583.299	     49.110
46	 151353.844	 360597.153	     58.515
47	 151386.201	 360568.030	     57.479
48	 151353.913	 360596.770	     58.048
49	 151362.045	 360583.252	     49.111
50	 151353.982	 360597.058	     58.493
51	 151376.469	 360571.859	     51.337
52	 151355.424	 360584.721	     57.658
53	 151353.560	 360597.121	     56.607
54	 151353.877	 360596.813	     58.054
55	 151353.092	 360597.857	     56.357
56	 151354.330	 360596.579	     55.410
57	 151353.889	 360597.141	     58.510
58	 151352.924	 360597.534	     56.678
