0	1	1365.38	1629.55
0	2	2789.3	1860.91
0	3	3855.97	2492.4
0	4	3624.92	2179.41
1	1	3578.9	4979.58
1	2	1840.43	4151.8
1	3	7507.63	4757.21
1	4	1203.96	2375.21
0	5	2581.37	206.003
0	6	1575.96	454.019
0	7	1228.86	1594.08
0	8	3455.65	2342.62
2	5	3646.83	1516.31
2	6	6420.13	1395.57
2	7	5690.12	2601.06
2	8	4451.39	2392.02
0	9	2168.72	1070.03
0	10	1861.24	1142.26
0	11	3102.75	2338.04
0	12	3512.94	2405.99
3	9	3523.01	2612
3	10	6004.12	4258.43
3	11	49.7817	2924.84
3	12	974.685	2784.33
0	13	1297.57	1551.09
0	14	301.106	1667.58
0	15	301.106	1667.58
0	16	3042	2082.88
0	17	2667.74	2483.68
0	18	2667.74	2483.68
4	13	1812.49	4963.78
4	14	2353.19	4830.64
4	15	2353.19	4830.64
4	16	1461.53	2189.36
4	17	5929.18	3465.97
4	18	5929.18	3465.97
0	19	2789.11	1743.39
0	20	2760.36	1738.4
0	21	2776.86	1740.99
0	22	2775.19	1746.42
0	23	3583.51	1974.54
0	24	2753.32	1742.77
0	25	3572.3	1986.11
0	26	2745.25	1748.59
0	27	3037.72	2548.18
0	28	3607.76	1930.12
5	19	391.058	1950.89
5	20	343.416	1948.75
5	21	370.875	1950.28
5	22	366.568	1959.59
5	23	1648.71	2066.74
5	24	332.387	1957.33
5	25	1630.46	2084.54
5	26	318.326	1971.22
5	27	773.514	3177.33
5	28	1687.71	1988
0	29	2760.36	1738.4
0	30	2775.19	1746.42
0	31	3640.07	1957.73
0	32	3636.49	2109.46
0	33	3089.6	2414.09
0	34	3037.72	2548.18
0	35	3637.34	1912.54
0	36	3102.75	2338.04
6	29	1741.74	1740.16
6	30	1762.76	1751.73
6	31	3061.58	1892.19
6	32	3039.54	2147.42
6	33	2202.85	2756.11
6	34	2119.54	2977.6
6	35	3062.81	1815.84
6	36	2224.45	2634.72
0	37	2789.11	1743.39
0	38	3632.36	2036.49
0	39	2776.86	1740.99
0	40	2775.19	1746.42
0	41	3659.25	2057.17
0	42	3642.9	1989.92
0	43	2745.25	1748.59
0	44	3089.6	2414.09
