0	1	13765.3	15993.9	9661	134467	2121.75	9661	1863.37	134467	0.0862152	9366	1.20584	9366	31.7747	38	1070.98	13	0.0509031	434
0	2	12810	15668.2	9661	115350	1890.04	9661	1779.39	115350	0.0958924	9486	1.03165	9486	15.9554	24	3269.34	12	0.0338474	327
0	3	12650.2	15686.5	9661	123360	1944.72	9661	1846.58	123360	0.0950127	9496	1.13106	9496	15.407	28	1113.84	11	0.040626	379
0	4	13520.1	14459.9	9661	102198	1623.16	9661	1532.17	102198	0.0958924	9475	0.888838	9475	14.1091	34	1225.58	18	0.0440948	426
0	5	12385.2	14979.9	9661	116817	1806.76	9661	1740.56	116817	0.0958924	9432	1.03165	9432	20.238	34	766.211	13	0.0594203	287
0	6	12862.1	16285.1	9661	148175	2349.6	9661	2122.34	148175	0.0914937	9535	1.30261	9535	13.8918	25	997.947	8	0.0281749	201
0	7	13140.3	17515.8	9661	177305	2833.6	9661	2584.68	177305	0.0953059	9541	1.42402	9541	17.6709	23	1592.44	8	0.0197702	191
0	8	13004.1	17157	9661	167995	2635.51	9661	2415.63	167995	0.107036	9519	1.42255	9519	20.101	17	915.577	7	0.0440237	186
0	9	13274.6	18052.9	9661	180854	2724.15	9661	2561.52	180854	0.0967721	9545	1.71727	9545	21.1902	22	1844.62	10	0.0218404	211
0	10	12804.3	15471.9	9661	117446	1903.68	9661	1892.61	117446	0.0774177	9430	0.950713	9430	21.8385	38	882.132	16	0.0566927	349
